Chromosome chrom_length
NW_020140536.1 1117
NW_020140537.1 1117
NW_020140538.1 1117
NW_020140539.1 1117
NW_020140540.1 1117
NW_020140541.1 1117
NW_020140542.1 1117
NW_020140543.1 1117
NW_020140544.1 1117
NW_020140545.1 1117
NW_020140546.1 1117
NW_020140547.1 1117
NW_020140548.1 1116
NW_020140549.1 1116
NW_020140550.1 1116
NW_020140551.1 1116
NW_020140552.1 1116
NW_020140553.1 1116
NW_020140554.1 1116
NW_020140555.1 1116
NW_020140556.1 1116
NW_020140557.1 1116
NW_020140558.1 1116
NW_020140559.1 1115
NW_020140560.1 1115
NW_020140561.1 1115
NW_020140562.1 1115
NW_020140563.1 1115
NW_020140564.1 1115
NW_020140565.1 1115
NW_020140566.1 1115
NW_020140567.1 1115
NW_020140568.1 1115
NW_020140569.1 1115
NW_020140570.1 1115
NW_020140571.1 1115
NW_020140572.1 1114
NW_020140573.1 1114
NW_020140574.1 3385
NW_020140575.1 1114
NW_020140576.1 1114
NW_020140577.1 1114
NW_020140578.1 1113
NW_020140579.1 1113
NW_020140580.1 1113
NW_020140581.1 1113
NW_020140582.1 1113
NW_020140583.1 1113
NW_020140584.1 1113
NW_020140585.1 1113
NW_020140586.1 1113
NW_020140587.1 1113
NW_020140588.1 1113
NW_020140589.1 1113
NW_020140590.1 1113
NW_020140591.1 1113
NW_020140592.1 1112
NW_020140593.1 1112
NW_020140594.1 1112
NW_020140595.1 1112
NW_020140596.1 1112
NW_020140597.1 1112
NW_020140598.1 1112
NW_020140599.1 1111
NW_020140600.1 1111
NW_020140601.1 1111
NW_020140602.1 1111
NW_020140603.1 1111
NW_020140604.1 1111
NW_020140605.1 1111
NW_020140606.1 1111
NW_020140607.1 1111
NW_020140608.1 1110
NW_020140609.1 1110
NW_020140610.1 1110
NW_020140611.1 1110
NW_020140612.1 1110
NW_020140613.1 1110
NW_020140614.1 1110
NW_020140615.1 1110
NW_020140616.1 1110
NW_020140617.1 1110
NW_020140618.1 1109
NW_020140619.1 1109
NW_020140620.1 1109
NW_020140621.1 1109
NW_020140622.1 1109
NW_020140623.1 1109
NW_020140624.1 1109
NW_020140625.1 1109
NW_020140626.1 1109
NW_020140627.1 1109
NW_020140628.1 1109
NW_020140629.1 1109
NW_020140630.1 1109
NW_020140631.1 1109
NW_020140632.1 1109
NW_020140633.1 1109
NW_020140634.1 1109
NW_020140635.1 1109
NW_020140636.1 1108
NW_020140637.1 1108
NW_020140638.1 1108
NW_020140639.1 1108
NW_020140640.1 1108
NW_020140641.1 1108
NW_020140642.1 1108
NW_020140643.1 1108
NW_020140644.1 1108
NW_020140645.1 1108
NW_020140646.1 1108
NW_020140647.1 1108
NW_020140648.1 1108
NW_020140649.1 1108
NW_020140650.1 1107
NW_020140651.1 1107
NW_020140652.1 1107
NW_020140653.1 1107
NW_020140654.1 1107
NW_020140655.1 1107
NW_020140656.1 1107
NW_020140657.1 1107
NW_020140658.1 1107
NW_020140659.1 1107
NW_020140660.1 1107
NW_020140661.1 1107
NW_020140662.1 1107
NW_020140663.1 1106
NW_020140664.1 1106
NW_020140665.1 1106
NW_020140666.1 1106
NW_020140667.1 1106
NW_020140668.1 1106
NW_020140669.1 1106
NW_020140670.1 1106
NW_020140671.1 1106
NW_020140672.1 1106
NW_020140673.1 1106
NW_020140674.1 1105
NW_020140675.1 1105
NW_020140676.1 1105
NW_020140677.1 1105
NW_020140678.1 1105
NW_020140679.1 1105
NW_020140680.1 1105
NW_020140681.1 1105
NW_020140682.1 1105
NW_020140683.1 1105
NW_020140684.1 1105
NW_020140685.1 1105
NW_020140686.1 1105
NW_020140687.1 1105
NW_020140688.1 1105
NW_020140689.1 1105
NW_020140690.1 1104
NW_020140691.1 1104
NW_020140692.1 1104
NW_020140693.1 1104
NW_020140694.1 1104
NW_020140695.1 1104
NW_020140696.1 1104
NW_020140697.1 1104
NW_020140698.1 1104
NW_020140699.1 1104
NW_020140700.1 1104
NW_020140701.1 1103
NW_020140702.1 1103
NW_020140703.1 1103
NW_020140704.1 1103
NW_020140705.1 1103
NW_020140706.1 1103
NW_020140707.1 1103
NW_020140708.1 1103
NW_020140709.1 1103
NW_020140710.1 1103
NW_020140711.1 1103
NW_020140712.1 1102
NW_020140713.1 1102
NW_020140714.1 1102
NW_020140715.1 1102
NW_020140716.1 1102
NW_020140717.1 1101
NW_020140718.1 1101
NW_020140719.1 1101
NW_020140720.1 1101
NW_020140721.1 1101
NW_020140722.1 1101
NW_020140723.1 1101
NW_020140724.1 1101
NW_020140725.1 1101
NW_020140726.1 1101
NW_020140727.1 1101
NW_020140728.1 1101
NW_020140729.1 1101
NW_020140730.1 1101
NW_020140731.1 1101
NW_020140732.1 1101
NW_020140733.1 1100
NW_020140734.1 1100
NW_020140735.1 1100
NW_020140736.1 1100
NW_020140737.1 1100
NW_020140738.1 1100
NW_020140739.1 1100
NW_020140740.1 1100
NW_020140741.1 1100
NW_020140742.1 1100
NW_020140743.1 1100
NW_020140744.1 1100
NW_020140745.1 1100
NW_020140746.1 1100
NW_020140747.1 1100
NW_020140748.1 1100
NW_020140749.1 1100
NW_020140750.1 1100
NW_020140751.1 1100
NW_020140752.1 1100
NW_020140753.1 1100
NW_020140754.1 1100
NW_020140755.1 1100
NW_020140756.1 1099
NW_020140757.1 1099
NW_020140758.1 1099
NW_020140759.1 1099
NW_020140760.1 1099
NW_020140761.1 1099
NW_020140762.1 1099
NW_020140763.1 1099
NW_020140764.1 1098
NW_020140765.1 1098
NW_020140766.1 1098
NW_020140767.1 1098
NW_020140768.1 1098
NW_020140769.1 1098
NW_020140770.1 1098
NW_020140771.1 1098
NW_020140772.1 1098
NW_020140773.1 1098
NW_020140774.1 1098
NW_020140775.1 1098
NW_020140776.1 1098
NW_020140777.1 1098
NW_020140778.1 1098
NW_020140779.1 1098
NW_020140780.1 1097
NW_020140781.1 1097
NW_020140782.1 1097
NW_020140783.1 1097
NW_020140784.1 1097
NW_020140785.1 1097
NW_020140786.1 1097
NW_020140787.1 1097
NW_020140788.1 1097
NW_020140789.1 1097
NW_020140790.1 1096
NW_020140791.1 1096
NW_020140792.1 1096
NW_020140793.1 1096
NW_020140794.1 1096
NW_020140795.1 1096
NW_020140796.1 1096
NW_020140797.1 1096
NW_020140798.1 1096
NW_020140799.1 1095
NW_020140800.1 1095
NW_020140801.1 1095
NW_020140802.1 1095
NW_020140803.1 1095
NW_020140804.1 1095
NW_020140805.1 1095
NW_020140806.1 1095
NW_020140807.1 1095
NW_020140808.1 1095
NW_020140809.1 1095
NW_020140810.1 1095
NW_020140811.1 1095
NW_020140812.1 1095
NW_020140813.1 1095
NW_020140814.1 1094
NW_020140815.1 1094
NW_020140816.1 1094
NW_020140817.1 1094
NW_020140818.1 1094
NW_020140819.1 1094
NW_020140820.1 1094
NW_020140821.1 1094
NW_020140822.1 1094
NW_020140823.1 1094
NW_020140824.1 1094
NW_020140825.1 1094
NW_020140826.1 1093
NW_020140827.1 1093
NW_020140828.1 1093
NW_020140829.1 1093
NW_020140830.1 1093
NW_020140831.1 1093
NW_020140832.1 1093
NW_020140833.1 1093
NW_020140834.1 1092
NW_020140835.1 1092
NW_020140836.1 1092
NW_020140837.1 1092
NW_020140838.1 1092
NW_020140839.1 1092
NW_020140840.1 1092
NW_020140841.1 1092
NW_020140842.1 1092
NW_020140843.1 1092
NW_020140844.1 1092
NW_020140845.1 1092
NW_020140846.1 1092
NW_020140847.1 1091
NW_020140848.1 1091
NW_020140849.1 1091
NW_020140850.1 1091
NW_020140851.1 1091
NW_020140852.1 1091
NW_020140853.1 1091
NW_020140854.1 1091
NW_020140855.1 1091
NW_020140856.1 1091
NW_020140857.1 1091
NW_020140858.1 1091
NW_020140859.1 1091
NW_020140860.1 1091
NW_020140861.1 1091
NW_020140862.1 1091
NW_020140863.1 1091
NW_020140864.1 1090
NW_020140865.1 1090
NW_020140866.1 2228
NW_020140867.1 1090
NW_020140868.1 1090
NW_020140869.1 1090
NW_020140870.1 1090
NW_020140871.1 1090
NW_020140872.1 1090
NW_020140873.1 1090
NW_020140874.1 1090
NW_020140875.1 1090
NW_020140876.1 1090
NW_020140877.1 1089
NW_020140878.1 1089
NW_020140879.1 1089
NW_020140880.1 1089
NW_020140881.1 1089
NW_020140882.1 1089
NW_020140883.1 1089
NW_020140884.1 1089
NW_020140885.1 1089
NW_020140886.1 1089
NW_020140887.1 1089
NW_020140888.1 1089
NW_020140889.1 1089
NW_020140890.1 1089
NW_020140891.1 1089
NW_020140892.1 1089
NW_020140893.1 1089
NW_020140894.1 1089
NW_020140895.1 1089
NW_020140896.1 1089
NW_020140897.1 1088
NW_020140898.1 1088
NW_020140899.1 1088
NW_020140900.1 1088
NW_020140901.1 1088
NW_020140902.1 1088
NW_020140903.1 1088
NW_020140904.1 1088
NW_020140905.1 1087
NW_020140906.1 1087
NW_020140907.1 1087
NW_020140908.1 1087
NW_020140909.1 1087
NW_020140910.1 1087
NW_020140911.1 1087
NW_020140912.1 1087
NW_020140913.1 1087
NW_020140914.1 1087
NW_020140915.1 1087
NW_020140916.1 1087
NW_020140917.1 1087
NW_020140918.1 1087
NW_020140919.1 1087
NW_020140920.1 1087
NW_020140921.1 1087
NW_020140922.1 1086
NW_020140923.1 1086
NW_020140924.1 1086
NW_020140925.1 1086
NW_020140926.1 1086
NW_020140927.1 1086
NW_020140928.1 1086
NW_020140929.1 1086
NW_020140930.1 1086
NW_020140931.1 1086
NW_020140932.1 1086
NW_020140933.1 1086
NW_020140934.1 1085
NW_020140935.1 1085
NW_020140936.1 1085
NW_020140937.1 1085
NW_020140938.1 1085
NW_020140939.1 1085
NW_020140940.1 1085
NW_020140941.1 1085
NW_020140942.1 1085
NW_020140943.1 1085
NW_020140944.1 1085
NW_020140945.1 1085
NW_020140946.1 1085
NW_020140947.1 1085
NW_020140948.1 1085
NW_020140949.1 1085
NW_020140950.1 1084
NW_020140951.1 1084
NW_020140952.1 1084
NW_020140953.1 1084
NW_020140954.1 1084
NW_020140955.1 1084
NW_020140956.1 1084
NW_020140957.1 1084
NW_020140958.1 1084
NW_020140959.1 1084
NW_020140960.1 1083
NW_020140961.1 1083
NW_020140962.1 1083
NW_020140963.1 1083
NW_020140964.1 1083
NW_020140965.1 1083
NW_020140966.1 1083
NW_020140967.1 1083
NW_020140968.1 1083
NW_020140969.1 1083
NW_020140970.1 1083
NW_020140971.1 1083
NW_020140972.1 1082
NW_020140973.1 1082
NW_020140974.1 1082
NW_020140975.1 1082
NW_020140976.1 1082
NW_020140977.1 1082
NW_020140978.1 1082
NW_020140979.1 1082
NW_020140980.1 1082
NW_020140981.1 1082
NW_020140982.1 1082
NW_020140983.1 1082
NW_020140984.1 1081
NW_020140985.1 1081
NW_020140986.1 1081
NW_020140987.1 1081
NW_020140988.1 1081
NW_020140989.1 1081
NW_020140990.1 1081
NW_020140991.1 1081
NW_020140992.1 1081
NW_020140993.1 1081
NW_020140994.1 1080
NW_020140995.1 1080
NW_020140996.1 1080
NW_020140997.1 1080
NW_020140998.1 1080
NW_020140999.1 1080
NW_020141000.1 1080
NW_020141001.1 1080
NW_020141002.1 1080
NW_020141003.1 1080
NW_020141004.1 1079
NW_020141005.1 1079
NW_020141006.1 1079
NW_020141007.1 1079
NW_020141008.1 1079
NW_020141009.1 1079
NW_020141010.1 1079
NW_020141011.1 1079
NW_020141012.1 1078
NW_020141013.1 1078
NW_020141014.1 1078
NW_020141015.1 1078
NW_020141016.1 1078
NW_020141017.1 1078
NW_020141018.1 1078
NW_020141019.1 1078
NW_020141020.1 1078
NW_020141021.1 1078
NW_020141022.1 1078
NW_020141023.1 1077
NW_020141024.1 1077
NW_020141025.1 1077
NW_020141026.1 1077
NW_020141027.1 1077
NW_020141028.1 1077
NW_020141029.1 1077
NW_020141030.1 1077
NW_020141031.1 1077
NW_020141032.1 1077
NW_020141033.1 1077
NW_020141034.1 1076
NW_020141035.1 1076
NW_020141036.1 1076
NW_020141037.1 1076
NW_020141038.1 1076
NW_020141039.1 1076
NW_020141040.1 1076
NW_020141041.1 1076
NW_020141042.1 1076
NW_020141043.1 1076
NW_020141044.1 1076
NW_020141045.1 1076
NW_020141046.1 1076
NW_020141047.1 1076
NW_020141048.1 1076
NW_020141049.1 1075
NW_020141050.1 1075
NW_020141051.1 1075
NW_020141052.1 1075
NW_020141053.1 1075
NW_020141054.1 1075
NW_020141055.1 1075
NW_020141056.1 1075
NW_020141057.1 1075
NW_020141058.1 1075
NW_020141059.1 1075
NW_020141060.1 1074
NW_020141061.1 1074
NW_020141062.1 1074
NW_020141063.1 1074
NW_020141064.1 1074
NW_020141065.1 1074
NW_020141066.1 1074
NW_020141067.1 1074
NW_020141068.1 1074
NW_020141069.1 1074
NW_020141070.1 1074
NW_020141071.1 1074
NW_020141072.1 1074
NW_020141073.1 1074
NW_020141074.1 1074
NW_020141075.1 1073
NW_020141076.1 1073
NW_020141077.1 1073
NW_020141078.1 1073
NW_020141079.1 1073
NW_020141080.1 1073
NW_020141081.1 1073
NW_020141082.1 1073
NW_020141083.1 1073
NW_020141084.1 1073
NW_020141085.1 1073
NW_020141086.1 1073
NW_020141087.1 1073
NW_020141088.1 1073
NW_020141089.1 1073
NW_020141090.1 1073
NW_020141091.1 1073
NW_020141092.1 1072
NW_020141093.1 1072
NW_020141094.1 1072
NW_020141095.1 1072
NW_020141096.1 1072
NW_020141097.1 1072
NW_020141098.1 1072
NW_020141099.1 1072
NW_020141100.1 1072
NW_020141101.1 1072
NW_020141102.1 1072
NW_020141103.1 1072
NW_020141104.1 1071
NW_020141105.1 1071
NW_020141106.1 1071
NW_020141107.1 1071
NW_020141108.1 1071
NW_020141109.1 1071
NW_020141110.1 1071
NW_020141111.1 1071
NW_020141112.1 1071
NW_020141113.1 1070
NW_020141114.1 1070
NW_020141115.1 1070
NW_020141116.1 1070
NW_020141117.1 1070
NW_020141118.1 1070
NW_020141119.1 1070
NW_020141120.1 1070
NW_020141121.1 1070
NW_020141122.1 1070
NW_020141123.1 1070
NW_020141124.1 1070
NW_020141125.1 1070
NW_020141126.1 1070
NW_020141127.1 1069
NW_020141128.1 1069
NW_020141129.1 1069
NW_020141130.1 1069
NW_020141131.1 1069
NW_020141132.1 1069
NW_020141133.1 1069
NW_020141134.1 1069
NW_020141135.1 1069
NW_020141136.1 1069
NW_020141137.1 1069
NW_020141138.1 1069
NW_020141139.1 1069
NW_020141140.1 1068
NW_020141141.1 1068
NW_020141142.1 1068
NW_020141143.1 1068
NW_020141144.1 1068
NW_020141145.1 1068
NW_020141146.1 1068
NW_020141147.1 1068
NW_020141148.1 1068
NW_020141149.1 1068
NW_020141150.1 1068
NW_020141151.1 1068
NW_020141152.1 1068
NW_020141153.1 1068
NW_020141154.1 1068
NW_020141155.1 1068
NW_020141156.1 1068
NW_020141157.1 1068
NW_020141158.1 1068
NW_020141159.1 1068
NW_020141160.1 1068
NW_020141161.1 1068
NW_020141162.1 1068
NW_020141163.1 1068
NW_020141164.1 1067
NW_020141165.1 1067
NW_020141166.1 1067
NW_020141167.1 1067
NW_020141168.1 1067
NW_020141169.1 1067
NW_020141170.1 1067
NW_020141171.1 1067
NW_020141172.1 1067
NW_020141173.1 1067
NW_020141174.1 1067
NW_020141175.1 1067
NW_020141176.1 1067
NW_020141177.1 1067
NW_020141178.1 1067
NW_020141179.1 1066
NW_020141180.1 1066
NW_020141181.1 1066
NW_020141182.1 1066
NW_020141183.1 1066
NW_020141184.1 1066
NW_020141185.1 1066
NW_020141186.1 1066
NW_020141187.1 1066
NW_020141188.1 1066
NW_020141189.1 1066
NW_020141190.1 1066
NW_020141191.1 1065
NW_020141192.1 1065
NW_020141193.1 1065
NW_020141194.1 1065
NW_020141195.1 1065
NW_020141196.1 1065
NW_020141197.1 1065
NW_020141198.1 1065
NW_020141199.1 1065
NW_020141200.1 1065
NW_020141201.1 1065
NW_020141202.1 1065
NW_020141203.1 1065
NW_020141204.1 1065
NW_020141205.1 1065
NW_020141206.1 1065
NW_020141207.1 1064
NW_020141208.1 1064
NW_020141209.1 1064
NW_020141210.1 1064
NW_020141211.1 1064
NW_020141212.1 1064
NW_020141213.1 1064
NW_020141214.1 1064
NW_020141215.1 1064
NW_020141216.1 1064
NW_020141217.1 1064
NW_020141218.1 1064
NW_020141219.1 1064
NW_020141220.1 1063
NW_020141221.1 1063
NW_020141222.1 1063
NW_020141223.1 1063
NW_020141224.1 1063
NW_020141225.1 1063
NW_020141226.1 1063
NW_020141227.1 1063
NW_020141228.1 1063
NW_020141229.1 1063
NW_020141230.1 1063
NW_020141231.1 1062
NW_020141232.1 1062
NW_020141233.1 1062
NW_020141234.1 1062
NW_020141235.1 1062
NW_020141236.1 1062
NW_020141237.1 1062
NW_020141238.1 1062
NW_020141239.1 1062
NW_020141240.1 1062
NW_020141241.1 1062
NW_020141242.1 1062
NW_020141243.1 1062
NW_020141244.1 1062
NW_020141245.1 1062
NW_020141246.1 1062
NW_020141247.1 1062
NW_020141248.1 1062
NW_020141249.1 1061
NW_020141250.1 1061
NW_020141251.1 1061
NW_020141252.1 1061
NW_020141253.1 1061
NW_020141254.1 1061
NW_020141255.1 1061
NW_020141256.1 1061
NW_020141257.1 1061
NW_020141258.1 1061
NW_020141259.1 1061
NW_020141260.1 1061
NW_020141261.1 1061
NW_020141262.1 1060
NW_020141263.1 1060
NW_020141264.1 1060
NW_020141265.1 1060
NW_020141266.1 1060
NW_020141267.1 1060
NW_020141268.1 1060
NW_020141269.1 1060
NW_020141270.1 1060
NW_020141271.1 1060
NW_020141272.1 1060
NW_020141273.1 1060
NW_020141274.1 1060
NW_020141275.1 1060
NW_020141276.1 1059
NW_020141277.1 1059
NW_020141278.1 1059
NW_020141279.1 1059
NW_020141280.1 1059
NW_020141281.1 1059
NW_020141282.1 1059
NW_020141283.1 1059
NW_020141284.1 1059
NW_020141285.1 1058
NW_020141286.1 1058
NW_020141287.1 1058
NW_020141288.1 1058
NW_020141289.1 1058
NW_020141290.1 1058
NW_020141291.1 1058
NW_020141292.1 1058
NW_020141293.1 1058
NW_020141294.1 1058
NW_020141295.1 1058
NW_020141296.1 1058
NW_020141297.1 1058
NW_020141298.1 1058
NW_020141299.1 1058
NW_020141300.1 1058
NW_020141301.1 1057
NW_020141302.1 1057
NW_020141303.1 1057
NW_020141304.1 1057
NW_020141305.1 1057
NW_020141306.1 1057
NW_020141307.1 1057
NW_020141308.1 1057
NW_020141309.1 1057
NW_020141310.1 1057
NW_020141311.1 1057
NW_020141312.1 1057
NW_020141313.1 1057
NW_020141314.1 1057
NW_020141315.1 1057
NW_020141316.1 1057
NW_020141317.1 1056
NW_020141318.1 1056
NW_020141319.1 1056
NW_020141320.1 1056
NW_020141321.1 1056
NW_020141322.1 1056
NW_020141323.1 1056
NW_020141324.1 1056
NW_020141325.1 1056
NW_020141326.1 1056
NW_020141327.1 1056
NW_020141328.1 1056
NW_020141329.1 1056
NW_020141330.1 1056
NW_020141331.1 1056
NW_020141332.1 1055
NW_020141333.1 1055
NW_020141334.1 1055
NW_020141335.1 1055
NW_020141336.1 1055
NW_020141337.1 1055
NW_020141338.1 1055
NW_020141339.1 1055
NW_020141340.1 1055
NW_020141341.1 1055
NW_020141342.1 1055
NW_020141343.1 1055
NW_020141344.1 1054
NW_020141345.1 1054
NW_020141346.1 1054
NW_020141347.1 1054
NW_020141348.1 1054
NW_020141349.1 1054
NW_020141350.1 1054
NW_020141351.1 1054
NW_020141352.1 1054
NW_020141353.1 1054
NW_020141354.1 1054
NW_020141355.1 1054
NW_020141356.1 1054
NW_020141357.1 1054
NW_020141358.1 1054
NW_020141359.1 1053
NW_020141360.1 1053
NW_020141361.1 1053
NW_020141362.1 1053
NW_020141363.1 1053
NW_020141364.1 1053
NW_020141365.1 1053
NW_020141366.1 1053
NW_020141367.1 1053
NW_020141368.1 1052
NW_020141369.1 1052
NW_020141370.1 1052
NW_020141371.1 1052
NW_020141372.1 1052
NW_020141373.1 1052
NW_020141374.1 1052
NW_020141375.1 1052
NW_020141376.1 1052
NW_020141377.1 1052
NW_020141378.1 1052
NW_020141379.1 1052
NW_020141380.1 1051
NW_020141381.1 1051
NW_020141382.1 1051
NW_020141383.1 1051
NW_020141384.1 1051
NW_020141385.1 1051
NW_020141386.1 1051
NW_020141387.1 1051
NW_020141388.1 1051
NW_020141389.1 1051
NW_020141390.1 1051
NW_020141391.1 1051
NW_020141392.1 1050
NW_020141393.1 1050
NW_020141394.1 1050
NW_020141395.1 1050
NW_020141396.1 1050
NW_020141397.1 1050
NW_020141398.1 1050
NW_020141399.1 1050
NW_020141400.1 1050
NW_020141401.1 1050
NW_020141402.1 1050
NW_020141403.1 1050
NW_020141404.1 1050
NW_020141405.1 1049
NW_020141406.1 1049
NW_020141407.1 1049
NW_020141408.1 1049
NW_020141409.1 1049
NW_020141410.1 1049
NW_020141411.1 1049
NW_020141412.1 1049
NW_020141413.1 1049
NW_020141414.1 1049
NW_020141415.1 1049
NW_020141416.1 1049
NW_020141417.1 1049
NW_020141418.1 1049
NW_020141419.1 1049
NW_020141420.1 1049
NW_020141421.1 1049
NW_020141422.1 1049
NW_020141423.1 1049
NW_020141424.1 1048
NW_020141425.1 1048
NW_020141426.1 1048
NW_020141427.1 1048
NW_020141428.1 1048
NW_020141429.1 1048
NW_020141430.1 1048
NW_020141431.1 1048
NW_020141432.1 1048
NW_020141433.1 1048
NW_020141434.1 1048
NW_020141435.1 1047
NW_020141436.1 1047
NW_020141437.1 1047
NW_020141438.1 1047
NW_020141439.1 1047
NW_020141440.1 1047
NW_020141441.1 1047
NW_020141442.1 1047
NW_020141443.1 1047
NW_020141444.1 1047
NW_020141445.1 1047
NW_020141446.1 1047
NW_020141447.1 1047
NW_020141448.1 1046
NW_020141449.1 1046
NW_020141450.1 1046
NW_020141451.1 1046
NW_020141452.1 1046
NW_020141453.1 1046
NW_020141454.1 1046
NW_020141455.1 1045
NW_020141456.1 1045
NW_020141457.1 1045
NW_020141458.1 1045
NW_020141459.1 1045
NW_020141460.1 1045
NW_020141461.1 1045
NW_020141462.1 1045
NW_020141463.1 1045
NW_020141464.1 1045
NW_020141465.1 1045
NW_020141466.1 1045
NW_020141467.1 1045
NW_020141468.1 1045
NW_020141469.1 1045
NW_020141470.1 1045
NW_020141471.1 1045
NW_020141472.1 1044
NW_020141473.1 1044
NW_020141474.1 1044
NW_020141475.1 1044
NW_020141476.1 1044
NW_020141477.1 1043
NW_020141478.1 1043
NW_020141479.1 1043
NW_020141480.1 1043
NW_020141481.1 1043
NW_020141482.1 1043
NW_020141483.1 1043
NW_020141484.1 1043
NW_020141485.1 1043
NW_020141486.1 1043
NW_020141487.1 1043
NW_020141488.1 1043
NW_020141489.1 1043
NW_020141490.1 1043
NW_020141491.1 1043
NW_020141492.1 1043
NW_020141493.1 1043
NW_020141494.1 1042
NW_020141495.1 1042
NW_020141496.1 1042
NW_020141497.1 1042
NW_020141498.1 1042
NW_020141499.1 1042
NW_020141500.1 1042
NW_020141501.1 1042
NW_020141502.1 1042
NW_020141503.1 1042
NW_020141504.1 1042
NW_020141505.1 1042
NW_020141506.1 1042
NW_020141507.1 1042
NW_020141508.1 1041
NW_020141509.1 1041
NW_020141510.1 1041
NW_020141511.1 1041
NW_020141512.1 1041
NW_020141513.1 1041
NW_020141514.1 1041
NW_020141515.1 1040
NW_020141516.1 1040
NW_020141517.1 1040
NW_020141518.1 1040
NW_020141519.1 1040
NW_020141520.1 1040
NW_020141521.1 1040
NW_020141522.1 1040
NW_020141523.1 1040
NW_020141524.1 1040
NW_020141525.1 1040
NW_020141526.1 1040
NW_020141527.1 1040
NW_020141528.1 1040
NW_020141529.1 1040
NW_020141530.1 1040
NW_020141531.1 1040
NW_020141532.1 1039
NW_020141533.1 1039
NW_020141534.1 1039
NW_020141535.1 1039
NW_020141536.1 1039
NW_020141537.1 1039
NW_020141538.1 1039
NW_020141539.1 1039
NW_020141540.1 1039
NW_020141541.1 1039
NW_020141542.1 1039
NW_020141543.1 1039
NW_020141544.1 1039
NW_020141545.1 1039
NW_020141546.1 1039
NW_020141547.1 1039
NW_020141548.1 1039
NW_020141549.1 1039
NW_020141550.1 1039
NW_020141551.1 1039
NW_020141552.1 1039
NW_020141553.1 1039
NW_020141554.1 1038
NW_020141555.1 1038
NW_020141556.1 1038
NW_020141557.1 1038
NW_020141558.1 1038
NW_020141559.1 1038
NW_020141560.1 1038
NW_020141561.1 1038
NW_020141562.1 6222
NW_020141563.1 1038
NW_020141564.1 1038
NW_020141565.1 1038
NW_020141566.1 1038
NW_020141567.1 1038
NW_020141568.1 1038
NW_020141569.1 1038
NW_020141570.1 1037
NW_020141571.1 1037
NW_020141572.1 1037
NW_020141573.1 1037
NW_020141574.1 1037
NW_020141575.1 1037
NW_020141576.1 1037
NW_020141577.1 1037
NW_020141578.1 1037
NW_020141579.1 1037
NW_020141580.1 1037
NW_020141581.1 1037
NW_020141582.1 1037
NW_020141583.1 1037
NW_020141584.1 1037
NW_020141585.1 1037
NW_020141586.1 1037
NW_020141587.1 1037
NW_020141588.1 1037
NW_020141589.1 1036
NW_020141590.1 1036
NW_020141591.1 1036
NW_020141592.1 1036
NW_020141593.1 1036
NW_020141594.1 1036
NW_020141595.1 1036
NW_020141596.1 1036
NW_020141597.1 1036
NW_020141598.1 1035
NW_020141599.1 1035
NW_020141600.1 1035
NW_020141601.1 1035
NW_020141602.1 1035
NW_020141603.1 1035
NW_020141604.1 1035
NW_020141605.1 1035
NW_020141606.1 1035
NW_020141607.1 1035
NW_020141608.1 1035
NW_020141609.1 1035
NW_020141610.1 1035
NW_020141611.1 1035
NW_020141612.1 1034
NW_020141613.1 1034
NW_020141614.1 1034
NW_020141615.1 1034
NW_020141616.1 1034
NW_020141617.1 1034
NW_020141618.1 1034
NW_020141619.1 1034
NW_020141620.1 1034
NW_020141621.1 1034
NW_020141622.1 1033
NW_020141623.1 1033
NW_020141624.1 1033
NW_020141625.1 1033
NW_020141626.1 1033
NW_020141627.1 1033
NW_020141628.1 1033
NW_020141629.1 1033
NW_020141630.1 1033
NW_020141631.1 1033
NW_020141632.1 1033
NW_020141633.1 1033
NW_020141634.1 1033
NW_020141635.1 1032
NW_020141636.1 1032
NW_020141637.1 1032
NW_020141638.1 1032
NW_020141639.1 1032
NW_020141640.1 1032
NW_020141641.1 1032
NW_020141642.1 1032
NW_020141643.1 1032
NW_020141644.1 1032
NW_020141645.1 1032
NW_020141646.1 1032
NW_020141647.1 1031
NW_020141648.1 1031
NW_020141649.1 1031
NW_020141650.1 1031
NW_020141651.1 1031
NW_020141652.1 1031
NW_020141653.1 1031
NW_020141654.1 1031
NW_020141655.1 1031
NW_020141656.1 1031
NW_020141657.1 1031
NW_020141658.1 1031
NW_020141659.1 1031
NW_020141660.1 1031
NW_020141661.1 1030
NW_020141662.1 1030
NW_020141663.1 1030
NW_020141664.1 1030
NW_020141665.1 1030
NW_020141666.1 1030
NW_020141667.1 1030
NW_020141668.1 1030
NW_020141669.1 1030
NW_020141670.1 1030
NW_020141671.1 1030
NW_020141672.1 1030
NW_020141673.1 1030
NW_020141674.1 1030
NW_020141675.1 1030
NW_020141676.1 1029
NW_020141677.1 1029
NW_020141678.1 1029
NW_020141679.1 1029
NW_020141680.1 1029
NW_020141681.1 1029
NW_020141682.1 1029
NW_020141683.1 1028
NW_020141684.1 1028
NW_020141685.1 1028
NW_020141686.1 1028
NW_020141687.1 1028
NW_020141688.1 1028
NW_020141689.1 1028
NW_020141690.1 1028
NW_020141691.1 1028
NW_020141692.1 1028
NW_020141693.1 1028
NW_020141694.1 1028
NW_020141695.1 1028
NW_020141696.1 1028
NW_020141697.1 1028
NW_020141698.1 1028
NW_020141699.1 1027
NW_020141700.1 1027
